,AccountId,amount_min,amount_max,amount_mean,start_year,latest_year,first_month,avg_month,latest_month,amount_total,non_zero_counts,this_year_non_zero_counts,this_year_amount_total,this_year_amount_mean,prev_year_non_zero_counts,prev_year_amount_total,prev_year_amount_mean,account_age,dormancy_years,average_total_donation,average_time_between_donation,amount_total_percentiles,non_zero_counts_percentiles,dormancy_years_percentiles,persona,group
223,NJdXQMHqsLNVLWrNgPoXWOBTbQmmRZxyVgWHuFek,34718.0,51254.98,42986.490000000005,2022,2025,4,4.5,5,85972.98000000001,2,,,,,,,3,0,28657.660000000003,0.6666666666666666,0.8151447661469933,0.9454342984409799,0.10523385300668152,Gary,Gold
224,NKQgnwWIXnGfPBToZtuUCHTujvGshWKOVKrtGOLM,65528.32,65528.32,65528.32,2024,2024,10,10.0,10,65528.32,1,1.0,65528.32,65528.32,,,,1,1,65528.32,1.0,0.60913140311804,0.4510022271714922,0.26447661469933187,Ryan,Red
225,NLJAKphzgUoSWcWwFzGmNZXEtcQqgpMrhVIPIdWF,19566.65,19566.65,19566.65,2020,2020,12,12.0,12,19566.65,1,,,,,,,5,5,3913.3300000000004,0.2,0.15033407572383073,0.4510022271714922,0.839086859688196,Beth,Blue
226,NMczXmphLACPopGmpaMpmwlUZwaJakzeqQZcudcC,68608.41,68608.41,68608.41,2024,2024,8,8.0,8,68608.41,1,1.0,68608.41,68608.41,,,,1,1,68608.41,1.0,0.6403118040089086,0.4510022271714922,0.26447661469933187,Ryan,Red
227,NOjlXliLerMZHbUmjOoNQZbYHUvauqXmIkumMrff,94195.04,94195.04,94195.04,2025,2025,2,2.0,2,94195.04,1,,,,,,,0,0,inf,inf,0.8797327394209354,0.4510022271714922,0.10523385300668152,Ryan,Red
228,NPawoiILtzhXKkCRbgHBfmGlVXbmyalaXxiZnLKc,37515.18,37515.18,37515.18,2020,2020,7,7.0,7,37515.18,1,,,,,,,5,5,7503.036,0.2,0.33407572383073497,0.4510022271714922,0.839086859688196,Beth,Blue
229,NRGXKaltCVPdtObZRCGOHTgHFqEwkEmMzOqIieai,42683.87,42683.87,42683.87,2026,2026,2,2.0,2,42683.87,1,,,,,,,-1,-1,-42683.87,-1.0,0.3841870824053452,0.4510022271714922,0.013363028953229399,Ryan,Red
230,NSDInApkKXURMtaUIfcCEEuIOqRkMDHxAWzVXYIO,1938.83,1938.83,1938.83,2022,2022,12,12.0,12,1938.83,1,,,,,,,3,3,646.2766666666666,0.3333333333333333,0.0200445434298441,0.4510022271714922,0.5662583518930958,Beth,Blue
231,NdOgfrQvQooRqSaBaMFUXAGztSJcFRHorVaIeBsL,54105.57,54105.57,54105.57,2025,2025,11,11.0,11,54105.57,1,,,,,,,0,0,inf,inf,0.5,0.4510022271714922,0.10523385300668152,Ryan,Red
232,NdwivyScoMRguMqmeBvZNPqNoClVqBJQgRXvDGOq,51414.33,51414.33,51414.33,2021,2021,12,12.0,12,51414.33,1,,,,,,,4,4,12853.5825,0.25,0.4665924276169265,0.4510022271714922,0.7065701559020044,Beth,Blue
233,NkRsaRszpZzFJOAIVidJYuBVFCQBjvSCmJQyXYlu,3086.58,3086.58,3086.58,2019,2019,10,10.0,10,3086.58,1,,,,,,,6,6,514.43,0.16666666666666666,0.02783964365256125,0.4510022271714922,0.9548997772828508,Beth,Blue
234,NnGopkQuKebSvlqySUNYaNMeHXwWfHRdldOsgyZE,95915.0,95915.0,95915.0,2025,2025,6,6.0,6,95915.0,1,,,,,,,0,0,inf,inf,0.9008908685968819,0.4510022271714922,0.10523385300668152,Ryan,Red
235,NnWfjhEogPYETKyvLQwkGUNRBqoPdSeahTdDNbAY,96768.49,96768.49,96768.49,2023,2023,8,8.0,8,96768.49,1,,,,1.0,96768.49,96768.49,2,2,48384.245,0.5,0.9086859688195991,0.4510022271714922,0.41648106904231624,Ryan,Red
236,NrqhAEmGcPdInyjboWqAgwjFfnSpAYbIRfoiqnqq,48894.29,48894.29,48894.29,2019,2019,9,9.0,9,48894.29,1,,,,,,,6,6,8149.048333333333,0.16666666666666666,0.4398663697104677,0.4510022271714922,0.9548997772828508,Beth,Blue
237,NuUqwVHPftbUUetNORPdjFCKWGRZctUOuSkILemO,76590.01,76590.01,76590.01,2024,2024,12,12.0,12,76590.01,1,1.0,76590.01,76590.01,,,,1,1,76590.01,1.0,0.7193763919821826,0.4510022271714922,0.26447661469933187,Ryan,Red
238,NuzzAAEtTvkxATCWtrAvigjzsrJspIMZiEgJyMcx,46573.06,46573.06,46573.06,2022,2022,7,7.0,7,46573.06,1,,,,,,,3,3,15524.353333333333,0.3333333333333333,0.4242761692650334,0.4510022271714922,0.5662583518930958,Beth,Blue
239,NwNSBDWgEVtgBDTznoFDIqMZrjQSToppfVlACUWx,6892.37,6892.37,6892.37,2024,2024,12,12.0,12,6892.37,1,1.0,6892.37,6892.37,,,,1,1,6892.37,1.0,0.0556792873051225,0.4510022271714922,0.26447661469933187,Ryan,Red
240,NwjldVkhMthbafedOKxOKjFJQGIfZvKYfnteacIM,74823.65,74823.65,74823.65,2024,2024,9,9.0,9,74823.65,1,1.0,74823.65,74823.65,,,,1,1,74823.65,1.0,0.7037861915367484,0.4510022271714922,0.26447661469933187,Ryan,Red
241,NwqdVmNymmcoCaSBsRWtBEaXtuWBhJkOjLCpuGrT,19694.88,19694.88,19694.88,2019,2019,10,10.0,10,19694.88,1,,,,,,,6,6,3282.48,0.16666666666666666,0.15478841870824053,0.4510022271714922,0.9548997772828508,Beth,Blue
242,NxnLmeHlZnoOQmjFSpbDxvrnJgNuFwvdrbSyOQbO,28886.68,28886.68,28886.68,2022,2022,10,10.0,10,28886.68,1,,,,,,,3,3,9628.893333333333,0.3333333333333333,0.24498886414253898,0.4510022271714922,0.5662583518930958,Beth,Blue
243,OCDeLzYFkRUSfVwlWuhhHlkIWSADpJzrpTZVplzO,16295.75,16295.75,16295.75,2023,2023,10,10.0,10,16295.75,1,,,,1.0,16295.75,16295.75,2,2,8147.875,0.5,0.12583518930957685,0.4510022271714922,0.41648106904231624,Ryan,Red
244,OExRmywTXdapvGvChdYHndyXhnJuaajAQNkPbDSs,54330.67,54330.67,54330.67,2022,2022,12,12.0,12,54330.67,1,,,,,,,3,3,18110.22333333333,0.3333333333333333,0.5022271714922049,0.4510022271714922,0.5662583518930958,Beth,Blue
245,OLHCErARmklANQrYUpbCPEpjJFUFjqsKqowJMRTu,39952.25,39952.25,39952.25,2019,2019,5,5.0,5,39952.25,1,,,,,,,6,6,6658.708333333333,0.16666666666666666,0.3585746102449889,0.4510022271714922,0.9548997772828508,Beth,Blue
246,OPPXlBlmKjtOBYFCtxYJvpQOznFtGvPXSuhJSRsi,5676.52,5676.52,5676.52,2021,2021,5,5.0,5,5676.52,1,,,,,,,4,4,1419.13,0.25,0.04120267260579064,0.4510022271714922,0.7065701559020044,Beth,Blue
247,OQASRuOoQCasRFkFdcYwTvBLQMzUxgxpTiqwPFKI,19255.13,19255.13,19255.13,2022,2022,10,10.0,10,19255.13,1,,,,,,,3,3,6418.376666666667,0.3333333333333333,0.14587973273942093,0.4510022271714922,0.5662583518930958,Beth,Blue
248,OSNtQathykWEKKIxomxAOCwJZnsqkIUfPUsSBSLz,91049.79,91049.79,91049.79,2022,2022,8,8.0,8,91049.79,1,,,,,,,3,3,30349.929999999997,0.3333333333333333,0.8518930957683741,0.4510022271714922,0.5662583518930958,Beth,Blue
249,OSSNFOUIxvDwkNpBAUkqRaTebXVGBNahbqyxnxfH,49961.45,49961.45,49961.45,2023,2023,4,4.0,4,49961.45,1,,,,1.0,49961.45,49961.45,2,2,24980.725,0.5,0.4532293986636971,0.4510022271714922,0.41648106904231624,Ryan,Red
250,OVccmycaDPAjEubvHmqeCZTGBWHHpBVdxOoPFNfO,47655.37,47655.37,47655.37,2021,2021,10,10.0,10,47655.37,1,,,,,,,4,4,11913.8425,0.25,0.4298440979955457,0.4510022271714922,0.7065701559020044,Beth,Blue
251,OXiRULaQXzbEKSkTiqIxtXGHOTqhvbbOHOQGciPn,1611.07,97866.25,49738.66,2020,2022,4,8.0,12,99477.32,2,,,,,,,5,3,19895.464,0.4,0.9398663697104677,0.9454342984409799,0.5662583518930958,Peter,Purple
252,OaHgWewOvrsVBSWfgqGowDulKFAserhFteFSQjWX,97372.14,97372.14,97372.14,2022,2022,8,8.0,8,97372.14,1,,,,,,,3,3,32457.38,0.3333333333333333,0.9175946547884187,0.4510022271714922,0.5662583518930958,Beth,Blue
253,OadikrIobZhiCacjrYTrFIlrClCpOpVhMlrhjqLD,75545.33,75545.33,75545.33,2022,2022,6,6.0,6,75545.33,1,,,,,,,3,3,25181.77666666667,0.3333333333333333,0.7093541202672605,0.4510022271714922,0.5662583518930958,Beth,Blue
254,OarkOytEWoulLkBDnegIVDLsxuUuVAKWsUjGiJyI,74506.26,74506.26,74506.26,2020,2020,6,6.0,6,74506.26,1,,,,,,,5,5,14901.251999999999,0.2,0.700445434298441,0.4510022271714922,0.839086859688196,Beth,Blue
255,OcPcSsARSzldNhhcMvVYprqQbirZtsIeYZyZAYht,87495.94,87495.94,87495.94,2024,2024,4,4.0,4,87495.94,1,1.0,87495.94,87495.94,,,,1,1,87495.94,1.0,0.8273942093541202,0.4510022271714922,0.26447661469933187,Ryan,Red
256,OdFWEKbvjajfIwKfJGrKSTEqNVAlbsxbBCtQeAgH,80538.54,80538.54,80538.54,2020,2020,5,5.0,5,80538.54,1,,,,,,,5,5,16107.707999999999,0.2,0.7616926503340757,0.4510022271714922,0.839086859688196,Beth,Blue
257,OhFzLonRwvpRIUkIIeusGxwfEwiNEsVNmaOudxMl,65316.74,65316.74,65316.74,2024,2024,6,6.0,6,65316.74,1,1.0,65316.74,65316.74,,,,1,1,65316.74,1.0,0.6069042316258352,0.4510022271714922,0.26447661469933187,Ryan,Red
258,OjsVNUTCpeHTIlexZboLBHgorgyJVtFarFhrbCvq,44778.38,44778.38,44778.38,2024,2024,2,2.0,2,44778.38,1,1.0,44778.38,44778.38,,,,1,1,44778.38,1.0,0.4064587973273942,0.4510022271714922,0.26447661469933187,Ryan,Red
259,OlAqzXnnGVBwndrTuAffVQtFWKlZuhtUOxxtLcUs,22384.66,22384.66,22384.66,2020,2020,7,7.0,7,22384.66,1,,,,,,,5,5,4476.932,0.2,0.18596881959910913,0.4510022271714922,0.839086859688196,Beth,Blue
260,OoWmFUbipcGhAyOUDMobIsIhMlNTpXgTHqNkREae,20472.65,20472.65,20472.65,2022,2022,12,12.0,12,20472.65,1,,,,,,,3,3,6824.216666666667,0.3333333333333333,0.16703786191536749,0.4510022271714922,0.5662583518930958,Beth,Blue
261,OqGPZFzNANgLIOaPuACTGniykpBPKleCsshIMzRV,27462.89,27462.89,27462.89,2023,2023,3,3.0,3,27462.89,1,,,,1.0,27462.89,27462.89,2,2,13731.445,0.5,0.23496659242761692,0.4510022271714922,0.41648106904231624,Ryan,Red
262,PFfnnqGYVWLLBYNEUwSGENtJrTyObqvNWKlpHBhB,12769.87,12769.87,12769.87,2020,2020,2,2.0,2,12769.87,1,,,,,,,5,5,2553.974,0.2,0.1091314031180401,0.4510022271714922,0.839086859688196,Beth,Blue
263,PMqGXrIzlHZrshOCIHVEvYudHrWBQitcLUoaNaZe,66996.52,66996.52,66996.52,2024,2024,3,3.0,3,66996.52,1,1.0,66996.52,66996.52,,,,1,1,66996.52,1.0,0.621380846325167,0.4510022271714922,0.26447661469933187,Ryan,Red
264,PSEpBebaYWlCnQWuIEOXUplUQoRocMxSIrcJmTfs,97074.9,97074.9,97074.9,2023,2023,4,4.0,4,97074.9,1,,,,1.0,97074.9,97074.9,2,2,48537.45,0.5,0.9131403118040089,0.4510022271714922,0.41648106904231624,Ryan,Red
265,PSKqQChLhaVgFQMWKXgLYTxTajUhXjuxXyBjnJaG,76131.77,76131.77,76131.77,2019,2019,8,8.0,8,76131.77,1,,,,,,,6,6,12688.628333333334,0.16666666666666666,0.7126948775055679,0.4510022271714922,0.9548997772828508,Beth,Blue
266,PUbSLBYvgReqFEDVxutgPPYjyArdfuNOwceTYdfs,41715.3,50598.17,46156.735,2024,2024,7,9.0,11,92313.47,2,2.0,92313.47,46156.735,,,,1,1,92313.47,2.0,0.8630289532293987,0.9454342984409799,0.26447661469933187,Gary,Gold
267,PWdKWYjwLBpXlFRpARRSarFEfleePUVKOtnPaiMU,74831.96,74831.96,74831.96,2020,2020,10,10.0,10,74831.96,1,,,,,,,5,5,14966.392000000002,0.2,0.7048997772828508,0.4510022271714922,0.839086859688196,Beth,Blue
268,PWloCmbGLGeQWYqdAcUIJQoBQceghlqnpbuMypKW,21546.26,21546.26,21546.26,2022,2022,2,2.0,2,21546.26,1,,,,,,,3,3,7182.086666666666,0.3333333333333333,0.1759465478841871,0.4510022271714922,0.5662583518930958,Beth,Blue
269,PZGeSdpPfhVTTSrYelpgUnFAbNxpIWecUswGnDMc,5917.43,5917.43,5917.43,2023,2023,2,2.0,2,5917.43,1,,,,1.0,5917.43,5917.43,2,2,2958.715,0.5,0.044543429844097995,0.4510022271714922,0.41648106904231624,Ryan,Red
270,PaELHoQBDcXLkLUnsxhCCYuNUYoiRFWftAJhxHTr,13708.62,13708.62,13708.62,2022,2022,4,4.0,4,13708.62,1,,,,,,,3,3,4569.54,0.3333333333333333,0.11692650334075724,0.4510022271714922,0.5662583518930958,Beth,Blue
271,PbPJtgcjZWyOdsfLAqMWfIfSyMoCyzMvtfEEIsOJ,39555.42,39555.42,39555.42,2021,2021,12,12.0,12,39555.42,1,,,,,,,4,4,9888.855,0.25,0.35523385300668153,0.4510022271714922,0.7065701559020044,Beth,Blue
272,PcAaMKrAztrsUtScFAshPrqiEzKwFTQIJPjYRXUK,58376.45,58376.45,58376.45,2024,2024,5,5.0,5,58376.45,1,1.0,58376.45,58376.45,,,,1,1,58376.45,1.0,0.5412026726057907,0.4510022271714922,0.26447661469933187,Ryan,Red
273,PkYoIrnfFqkgkIrZsHYjJnQDVHHFZADwEnBgTpUO,73970.84,73970.84,73970.84,2024,2024,6,6.0,6,73970.84,1,1.0,73970.84,73970.84,,,,1,1,73970.84,1.0,0.6937639198218263,0.4510022271714922,0.26447661469933187,Ryan,Red
274,PlODLVMbHxQVAZKHByFWEZTRDdoCMYPtyyIxheNz,66315.13,66315.13,66315.13,2022,2022,5,5.0,5,66315.13,1,,,,,,,3,3,22105.043333333335,0.3333333333333333,0.6158129175946548,0.4510022271714922,0.5662583518930958,Beth,Blue
275,ProxQjLspgWRRuSbynNLDGFcMLaOTcpNvgjPDLnX,77499.7,77499.7,77499.7,2022,2022,7,7.0,7,77499.7,1,,,,,,,3,3,25833.233333333334,0.3333333333333333,0.7316258351893096,0.4510022271714922,0.5662583518930958,Beth,Blue
276,PsqowjaLmiADovlUtkNbToBXUaxeobwPWmffRFFP,76067.95,76067.95,76067.95,2019,2019,7,7.0,7,76067.95,1,,,,,,,6,6,12677.991666666667,0.16666666666666666,0.7115812917594655,0.4510022271714922,0.9548997772828508,Beth,Blue
277,PtBBHTyEnetyyOLgGklJbwcHUdGyCLjMcAfSYBTY,67556.83,67556.83,67556.83,2025,2025,8,8.0,8,67556.83,1,,,,,,,0,0,inf,inf,0.6280623608017817,0.4510022271714922,0.10523385300668152,Ryan,Red
278,PvBtxnzGcDHmpFHtXqJQgMTpEUnSLPKQBFEnqrFM,77537.27,77537.27,77537.27,2020,2020,9,9.0,9,77537.27,1,,,,,,,5,5,15507.454000000002,0.2,0.732739420935412,0.4510022271714922,0.839086859688196,Beth,Blue
279,PvzRSLoEuPAmxCOLPOVqEqRLLPccPgxrzPYcdoXo,7829.64,60042.89,33936.265,2021,2025,3,5.5,8,67872.53,2,,,,,,,4,0,16968.1325,0.5,0.6336302895322939,0.9454342984409799,0.10523385300668152,Gary,Gold
280,PxvIemYUvmYxQZaQKVCxQezllSQTKyxNAPprIgdj,34996.28,34996.28,34996.28,2020,2020,9,9.0,9,34996.28,1,,,,,,,5,5,6999.255999999999,0.2,0.3040089086859688,0.4510022271714922,0.839086859688196,Beth,Blue
281,PxzgehqtYFnQDCOvaVcQVzFgtNALrIjixjjwqhAC,13594.09,29494.39,21544.239999999998,2022,2023,7,9.5,12,43088.479999999996,2,,,,1.0,29494.39,29494.39,3,2,14362.826666666666,0.6666666666666666,0.3908685968819599,0.9454342984409799,0.41648106904231624,Gary,Gold
282,PzLLOhlexlbHFqhAZbeYsrrVlslTkzDcUaVhNuag,3008.84,3008.84,3008.84,2025,2025,9,9.0,9,3008.84,1,,,,,,,0,0,inf,inf,0.025612472160356347,0.4510022271714922,0.10523385300668152,Ryan,Red
283,PzsWnkGAvmueTvWhoRyWVZLwFNEnZqHvOAFNcdzD,35957.9,35957.9,35957.9,2022,2022,1,1.0,1,35957.9,1,,,,,,,3,3,11985.966666666667,0.3333333333333333,0.3207126948775056,0.4510022271714922,0.5662583518930958,Beth,Blue
284,QEvlNNWOfnseXsexORiJqaWovsSeFiSdlCUoUDEV,8640.26,8640.26,8640.26,2023,2023,5,5.0,5,8640.26,1,,,,1.0,8640.26,8640.26,2,2,4320.13,0.5,0.06792873051224944,0.4510022271714922,0.41648106904231624,Ryan,Red
285,QGAzJAnlOFEAeAkaLALgNMaznlgKhJhcmCZKRItG,90319.94,90319.94,90319.94,2020,2020,7,7.0,7,90319.94,1,,,,,,,5,5,18063.988,0.2,0.8429844097995546,0.4510022271714922,0.839086859688196,Beth,Blue
286,QKaguRTfwlsZZbqOxIVvFLVwDWcEILyJDrtWxQqk,62326.65,62326.65,62326.65,2020,2020,3,3.0,3,62326.65,1,,,,,,,5,5,12465.33,0.2,0.5757238307349666,0.4510022271714922,0.839086859688196,Beth,Blue
287,QLkUusZqNItjHuorBiwFxfdzBqaHvpWaBpMLbSlS,6639.31,6639.31,6639.31,2023,2023,5,5.0,5,6639.31,1,,,,1.0,6639.31,6639.31,2,2,3319.655,0.5,0.052338530066815145,0.4510022271714922,0.41648106904231624,Ryan,Red
288,QLntoQXjsLPdsrqsrNUJlLVhQFgbbpAPWNYymefi,11031.98,85234.7,48133.34,2023,2024,3,4.5,6,96266.68,2,1.0,11031.98,11031.98,1.0,85234.7,85234.7,2,1,48133.34,1.0,0.9031180400890868,0.9454342984409799,0.26447661469933187,Gary,Gold
289,QRylWleythHdnxGEPfdysadmNIlhlFkakLSHVLNK,97458.99,97458.99,97458.99,2023,2023,1,1.0,1,97458.99,1,,,,1.0,97458.99,97458.99,2,2,48729.495,0.5,0.9187082405345212,0.4510022271714922,0.41648106904231624,Ryan,Red
290,QbHAKgvmgXyADBhwYxPRMqwrizUupgcZVripBVnS,35036.9,35036.9,35036.9,2022,2022,8,8.0,8,35036.9,1,,,,,,,3,3,11678.966666666667,0.3333333333333333,0.3062360801781737,0.4510022271714922,0.5662583518930958,Beth,Blue
291,QfcMKWBmdZCGvZGYxHjoALUYtYCHPGVbgHGisCVg,33779.24,33779.24,33779.24,2025,2025,11,11.0,11,33779.24,1,,,,,,,0,0,inf,inf,0.2984409799554566,0.4510022271714922,0.10523385300668152,Ryan,Red
292,QiniKLokJzwhgQitFTNmTbOxIRpgReZcEYeOHARW,32186.86,32186.86,32186.86,2025,2025,8,8.0,8,32186.86,1,,,,,,,0,0,inf,inf,0.2795100222717149,0.4510022271714922,0.10523385300668152,Ryan,Red
293,QinyjskssBbDEtBnqYuJMPmObkuvqzgTAICjXvGJ,55057.39,55057.39,55057.39,2025,2025,3,3.0,3,55057.39,1,,,,,,,0,0,inf,inf,0.5089086859688196,0.4510022271714922,0.10523385300668152,Ryan,Red
294,QjHojfKDFhshohWVuOotQinoZNwjtwWZmfrWxkhm,67111.98,67111.98,67111.98,2021,2021,8,8.0,8,67111.98,1,,,,,,,4,4,16777.995,0.25,0.6224944320712695,0.4510022271714922,0.7065701559020044,Beth,Blue
295,QkmuZqxOrARWfXenhrTVFRMUemAUYkYHRXWWyRGr,63305.45,63305.45,63305.45,2023,2023,12,12.0,12,63305.45,1,,,,1.0,63305.45,63305.45,2,2,31652.725,0.5,0.5879732739420935,0.4510022271714922,0.41648106904231624,Ryan,Red
296,QsUZXCYAIEKbIKwQAETsIdPMNnrbUHZjXPqdWglf,88485.36,88485.36,88485.36,2019,2019,8,8.0,8,88485.36,1,,,,,,,6,6,14747.56,0.16666666666666666,0.8307349665924276,0.4510022271714922,0.9548997772828508,Beth,Blue
297,QtQNfVPfRGEqcYfponnzRZWJXUCJfoFflkihosUe,55749.79,55749.79,55749.79,2020,2020,6,6.0,6,55749.79,1,,,,,,,5,5,11149.958,0.2,0.5178173719376392,0.4510022271714922,0.839086859688196,Beth,Blue
298,QvgvCvDMXfJGboClemdkEDmfXKlcNZRVgjhhGQAJ,61435.49,61435.49,61435.49,2026,2026,1,1.0,1,61435.49,1,,,,,,,-1,-1,-61435.49,-1.0,0.5690423162583519,0.4510022271714922,0.013363028953229399,Ryan,Red
299,QzyQfNOIyBNpEzEHWUBsVaHkMupsOMlZptTBQwPv,77545.37,77545.37,77545.37,2020,2020,7,7.0,7,77545.37,1,,,,,,,5,5,15509.073999999999,0.2,0.7338530066815144,0.4510022271714922,0.839086859688196,Beth,Blue
300,RBPTatWdYtVRtRdNNjNKPWFsuqHgiUtczJhPTACP,81176.19,81176.19,81176.19,2023,2023,5,5.0,5,81176.19,1,,,,1.0,81176.19,81176.19,2,2,40588.095,0.5,0.7706013363028953,0.4510022271714922,0.41648106904231624,Ryan,Red
301,RIAzjCYPyUDtxMFXUyvazcfAisEZCMnzJWneFpJy,83553.95,83553.95,83553.95,2026,2026,2,2.0,2,83553.95,1,,,,,,,-1,-1,-83553.95,-1.0,0.7928730512249443,0.4510022271714922,0.013363028953229399,Ryan,Red
302,RJKeEHpOAUixviOnVTDHVexiPOrReqEFqsFafHUL,77080.07,77080.07,77080.07,2022,2022,9,9.0,9,77080.07,1,,,,,,,3,3,25693.35666666667,0.3333333333333333,0.7260579064587973,0.4510022271714922,0.5662583518930958,Beth,Blue
303,RKGQxSnMScItOvpgqsaNvQkPMCebjoUdhJdUBIUT,45782.46,45782.46,45782.46,2025,2025,1,1.0,1,45782.46,1,,,,,,,0,0,inf,inf,0.4153674832962138,0.4510022271714922,0.10523385300668152,Ryan,Red
304,ROZOABWBZuiJPhGkauwjVubUOQXkcJfNmSeSYyfP,60921.49,60921.49,60921.49,2025,2025,5,5.0,5,60921.49,1,,,,,,,0,0,inf,inf,0.5623608017817372,0.4510022271714922,0.10523385300668152,Ryan,Red
305,RPBzIbCcuVmpiWPVqxatAiVdxmpGVOIVGLtYtiaK,23730.37,53833.63,38782.0,2021,2023,12,12.0,12,77564.0,2,,,,1.0,53833.63,53833.63,4,2,19391.0,0.5,0.734966592427617,0.9454342984409799,0.41648106904231624,Gary,Gold
306,RRKCUJbiLemEsZYngbUZHwUKNFliAmSwEfGtTZMR,36796.15,36796.15,36796.15,2025,2025,6,6.0,6,36796.15,1,,,,,,,0,0,inf,inf,0.32962138084632514,0.4510022271714922,0.10523385300668152,Ryan,Red
307,RXaHRAeyvPyWOQKKnXVfHEYBjpQclPJUWMjORoWF,44744.21,61952.62,53348.415,2021,2024,2,4.5,7,106696.83,2,1.0,61952.62,61952.62,,,,4,1,26674.2075,0.5,0.9543429844097996,0.9454342984409799,0.26447661469933187,Gary,Gold
308,RZRLUnasNGDEDTAnFReCcEbRRNOzuJDNVUpKUNdT,31785.83,55390.39,43588.11,2023,2025,1,6.5,12,87176.22,2,,,,1.0,55390.39,55390.39,2,0,43588.11,1.0,0.8229398663697105,0.9454342984409799,0.10523385300668152,Gary,Gold
309,RZfPtFrxqaTTRhQzAEnZfljUyncZLdvSuyKeHfNi,9017.92,86082.3,47550.11,2020,2024,3,3.5,4,95100.22,2,1.0,86082.3,86082.3,,,,5,1,19020.044,0.4,0.8919821826280624,0.9454342984409799,0.26447661469933187,Gary,Gold
310,RaOspuBnPRCVVaSVEozErmQBcclxxnVzozenBsba,67912.88,67912.88,67912.88,2024,2024,5,5.0,5,67912.88,1,1.0,67912.88,67912.88,,,,1,1,67912.88,1.0,0.6347438752783965,0.4510022271714922,0.26447661469933187,Ryan,Red
311,RgrtKAOxlPQPHSfbKVifOiKUZbYfunfxMlSRYgAL,35266.23,35266.23,35266.23,2025,2025,6,6.0,6,35266.23,1,,,,,,,0,0,inf,inf,0.3106904231625835,0.4510022271714922,0.10523385300668152,Ryan,Red
312,RhoiJaLsdYmrxNALkCMXztSlRNgSXYtzrxRXpZxx,7442.38,7442.38,7442.38,2025,2025,10,10.0,10,7442.38,1,,,,,,,0,0,inf,inf,0.062360801781737196,0.4510022271714922,0.10523385300668152,Ryan,Red
313,RjyqPbMATuisLfrcBMDBnFFkCbcJarartEkfcxCg,74451.87,74451.87,74451.87,2022,2022,12,12.0,12,74451.87,1,,,,,,,3,3,24817.289999999997,0.3333333333333333,0.6993318485523385,0.4510022271714922,0.5662583518930958,Beth,Blue
314,RkkWEShaPnEtjlGKMyMisxnUlkVRUYkinKkVvvYC,29632.95,29632.95,29632.95,2020,2020,5,5.0,5,29632.95,1,,,,,,,5,5,5926.59,0.2,0.24721603563474387,0.4510022271714922,0.839086859688196,Beth,Blue
315,RrLEsstDioNEvkHpKcSYhrzjurzmtlAIgAGAqLxL,43474.68,43474.68,43474.68,2020,2020,3,3.0,3,43474.68,1,,,,,,,5,5,8694.936,0.2,0.39643652561247217,0.4510022271714922,0.839086859688196,Beth,Blue
316,RrcOeLehqhKKSCDnOciFHTdQiNjSyPNXdbXKkibp,99592.65,99592.65,99592.65,2023,2023,11,11.0,11,99592.65,1,,,,1.0,99592.65,99592.65,2,2,49796.325,0.5,0.9420935412026726,0.4510022271714922,0.41648106904231624,Ryan,Red
317,RtjQXDcYpqjApKuGjHRWdTxDSSbhNpyiecRAgVxe,31968.28,31968.28,31968.28,2025,2025,9,9.0,9,31968.28,1,,,,,,,0,0,inf,inf,0.27616926503340755,0.4510022271714922,0.10523385300668152,Ryan,Red
318,SChkbIkGuKeqFIWMnCgYLmyDOizvnPpwVZpbAKjT,80038.83,80038.83,80038.83,2025,2025,1,1.0,1,80038.83,1,,,,,,,0,0,inf,inf,0.7605790645879733,0.4510022271714922,0.10523385300668152,Ryan,Red
319,SEkCJuKwmUFsLBUrXvyZaNdRfKbVsOpdSSHhaTjm,98066.45,98066.45,98066.45,2025,2025,1,1.0,1,98066.45,1,,,,,,,0,0,inf,inf,0.9265033407572383,0.4510022271714922,0.10523385300668152,Ryan,Red
320,SGCeXyiykfxFCYcaqEBRMYBuGJjvtKQyyyLTkMus,95916.48,95916.48,95916.48,2022,2022,1,1.0,1,95916.48,1,,,,,,,3,3,31972.16,0.3333333333333333,0.9020044543429844,0.4510022271714922,0.5662583518930958,Beth,Blue
321,SIhGArGGujsnluHKpQpNiGnsBcHKPvRpRGQyxnGS,32627.8,32627.8,32627.8,2020,2020,12,12.0,12,32627.8,1,,,,,,,5,5,6525.5599999999995,0.2,0.28619153674832964,0.4510022271714922,0.839086859688196,Beth,Blue
322,SNpFrhKMJXYsKTyFlGHpMNVRxzJKlFEGntgBmqlK,99997.34,99997.34,99997.34,2025,2025,8,8.0,8,99997.34,1,,,,,,,0,0,inf,inf,0.9487750556792873,0.4510022271714922,0.10523385300668152,Ryan,Red
323,STNzKqqOXcexBfKGmrpQhmqXeoDRAGzazIsfudMw,58400.02,58400.02,58400.02,2024,2024,9,9.0,9,58400.02,1,1.0,58400.02,58400.02,,,,1,1,58400.02,1.0,0.5434298440979956,0.4510022271714922,0.26447661469933187,Ryan,Red
324,STXojoWUKWXDlTPLNyoVWiObNIekanqHngBICuXN,11398.67,11398.67,11398.67,2022,2022,5,5.0,5,11398.67,1,,,,,,,3,3,3799.556666666667,0.3333333333333333,0.09465478841870824,0.4510022271714922,0.5662583518930958,Beth,Blue
